page_url,drug_name,price,description,rating,num_of_reviews,category
www.proficosmetics.ru/catalog/27341/,Крем для век / Eye Zone Cream VITAMIN E 50 мл,3525,"Питательный и укрепляющий крем в виде легкой эмульсии легко и быстро усваивается нежной и тонкой кожей век. Витамин Е содержится в высокой концентрации в микрокапсулах, в связи с чем приникает глубоко в эпидермис и, постепенно высвобождаясь,...                             ",4.97,32,крем или лосьон
www.proficosmetics.ru/catalog/50847/,Крем Барбадос / Delicate Oily Skin Balm BARBADOS 70 мл,2715,"Легкий крем для чувствительной проблемной кожи. Крем на основе натурального сока алоэ, предназначенный для жирной и себорейной кожи, разработан в конце 70-х годов, принес мировую известность лаборатории Anna Lotan. Формула запатентована. Крем представляет собой легкую эмульсию типа «масло в воде» с...                             ",4.72,31,крем или лосьон
www.proficosmetics.ru/catalog/50845/,Крем Барбадос / Delicate Oily Skin Balm BARBADOS 250 мл,6205,"Легкий крем для чувствительной проблемной кожи. Крем на основе натурального сока алоэ, предназначенный для жирной и себорейной кожи, разработан в конце 70-х годов, принес мировую известность лаборатории Anna Lotan. Формула запатентована. Крем представляет собой легкую эмульсию типа «масло в воде» с...                             ",4.72,31,крем или лосьон
www.proficosmetics.ru/catalog/53079/,Крем мультивитаминный Гидро С / LE PRESTIGE 50 мл,4955,"Крем «ГИДРО С» предназначен для нормальной и сухой кожи, имеет насыщенную, но в то же время неплотную комфортную текстуру. Высокоактивный комплекс из витаминов А, Е, С и группы В способствует глубокому увлажнению, смягчению и восстановлению кожи. Витамин С, проникая в глубокие слои кожи,...                             ",5.0,26,крем или лосьон
www.proficosmetics.ru/catalog/158351/,Крем корректирующий для лица / АзеLine 50 мл,2000,"Эффективное противоугревое средство на основе 20% азелаиновой кислоты. Крем легко впитывается, не оставляя белого налета. Делает лицо матовым, как после нанесения шелковой пудры. Азелаиновая кислота обеспечивает антикомедогенное, антимикробное, противовоспалительное и антиоксидантное действие,...                             ",4.68,25,крем или лосьон
www.proficosmetics.ru/catalog/72382/,Крем для чувствительной кожи склонной к куперозу 50 мл,730,"Действие: крем предназначен для ухода за чувствительной кожей, склонной к куперозу, повышения ее устойчивости к внешним раздражителям. Регулярное применение крема эффективно выравнивает цвет и рельеф кожи, дарит ощущение комфорта и свежести. Рекомендуется для ухода за кожей, склонной к куперозу и...                             ",4.48,23,крем или лосьон
www.proficosmetics.ru/catalog/84178/,Крем экстра увлажняющий / Extra Moisturizing Cream 50 мл,3815,"Крем, обладающий мощным увлажняющим действием. Предназначен для очень сухой, обезвоженной кожи. Средство, содержащее несколько разномолекулярных видов гиалуроновой кислоты, проникает в глубинные слои кожи и способствует удержанию там влаги. Усиливает естественную способность кожи сохранять воду в...                             ",4.74,22,крем или лосьон
www.proficosmetics.ru/catalog/27454/,Крем увлажняющий дневной / Homework 50 мл,1580,"Средство для интенсивного увлажнения кожи, склонной к дегидратации. Обеспечивает выраженный увлажняющий эффект. Оказывает антиоксидантное действие. Устраняет чувство стянутости кожи и шелушение. Защищает от УФ-лучей.                             ",4.85,21,крем или лосьон
www.proficosmetics.ru/catalog/84188/,Крем питательный / Nourishing Cream 50 мл,3960,"Насыщенный питательный крем для сухой, нормальной и зрелой кожи. Питает, восстанавливает, уменьшает проявление морщин и признаков усталости, придавая коже свежесть и жизненную силу. Крем богат витаминами А, Е и ретинолом. Содержит отдельные красные микросферы витамина Е и микросферы ретинола,...                             ",4.85,21,крем или лосьон
www.proficosmetics.ru/catalog/85791/,Крем миорелакс триактив 50 мл,970,"Крем оказывает тройное anti-age воздействие на кожу: предупреждает возникновение и сглаживает мимические и возрастные морщины, восстанавливает упругость и эластичность кожи, обеспечивает глубокое увлажнение, защищает от окислительного стресса. Активные ингредиенты: экстракты голубики, имбиря,...                             ",4.57,21,крем или лосьон
www.proficosmetics.ru/catalog/116527/,Крем Anti Acne 50 мл,1610,"Легкий крем обеспечивает полноценный уход за жирной/проблемной кожей. Изофлавоны сои оказывают себорегулирующее действие. Экстракт эхинацеи сохраняет водный баланс кожи. Азелаиновая кислота предупреждает и уменьшает количество воспаленных элементов. Активные ингредиенты: альпосомы, содержащие масла...                             ",4.56,21,крем или лосьон
www.proficosmetics.ru/catalog/84257/,Крем для проблемной кожи / Clarifying Active Cream 50 мл,3240,"Интенсивный крем, специально разработанный для проблемной кожи с акне. Уменьшает проявления симптомов акне и поглощает излишки кожного сала, улучшая внешний вид кожи, не вызывая сухости и раздражения. Специализированный крем, содержащий канадский иван-чай, ингредиент, который подавляет действие...                             ",4.67,19,крем или лосьон
www.proficosmetics.ru/catalog/784262/,Крем ночной для лица / ACNON Overnight treatment 50 мл,2792,"Крем ночной для лица ACNON Overnight treatment. Действие ночного крема направлено на восстановление нормальной работы сальных желез, предотвращение закупорки пор, борьбу с воспалением и увлажнение обезвоженной кожи. В состав входят такие компоненты, как витамин...                             ",4.83,18,крем или лосьон
www.proficosmetics.ru/catalog/50505/,Крем восстанавливающий ночной / Beaute Globale 50 мл,1428,"Ночной крем ""Beauté Globale"" (с 20 лет) - Омолаживающий и поддерживающий уход. Крем нового поколения эффективно стабилизирует содержание влаги в клетке и межклеточном пространстве, повышает эластичность и упругость кожи, препятствует транэпидермальной потере воды, оставляет на коже...                             ",4.83,18,крем или лосьон
www.proficosmetics.ru/catalog/142142/,Крем на основе икры с омега 3 и омега 6 для век 20 мл,4250,"Крем с икрой, обогащенный жирными кислотами Омега-3 и Омега-6, предназначен специально для области вокруг глаз. Увлажняет, стимулирует и улучшает состояние кожи, уменьшает морщины, придает упругость и сияние. Крем с черной и красной икрой, богатый жирными кислотами омега-3 и омега-6, витаминами,...                             ",4.92,15,крем или лосьон
www.proficosmetics.ru/catalog/117486/,Крем с экстрактом гнезда ласточки для области глаз / Swallow Homework 30 мл,1410,"Средство коррекции увядания кожи области глаз. Благодаря содержанию в экстракте гнезда ласточки муцина и белков «эпидермального роста» удерживает влагу, оберегает кожу от гравитационного провисания. Содержит уникальный комплекс ферментированного масла семян винограда и масла Цубаки. Способствует...                             ",4.87,15,крем или лосьон
www.proficosmetics.ru/catalog/86112/,Крем Красный клевер 50 мл,1340,"Легкий питательный крем разработан для ухода за чувствительной кожей склонной к куперозу. Экстракты трав комплексно воздействуют на кожу. Красный клевер повышает тонус сосудов. Тимьян уменьшает красноту и успокаивает кожу. Рутин нормализует проницаемость капилляров, что способствует устранению...                             ",4.79,15,крем или лосьон
www.proficosmetics.ru/catalog/55945/,Крем увлажняющий дневной Себорегулятор 50 мл,1503,"Увлажняющий дневной крем, предназначенный для проблемной кожи, склонной к жирности. Крем обеспечивает глубокую гидратацию обезвоженной кожи, надолго устраняя сухость. Предотвращает шелушение кожи устраняет ощущение огрубелости и стянутости кожи. Крем способствует удержанию влаги в клетках кожи,...                             ",4.36,14,крем или лосьон
www.proficosmetics.ru/catalog/136667/,Крем балансирующий для проблемной кожи / Armony Cream 50 мл,3280,"Armony Cream  от Levissime обладает мощным себорегулирующим эффектом. Устраняет и снижает количество различных воспалений и высыпаний на кожных покровах, обладает хорошим поросуживающим действием. При регулярном использовании кожа становится ровной, все участки с дефектами выравниваются и...                             ",4.92,13,крем или лосьон
www.proficosmetics.ru/catalog/84241/,Крем гидроуспокаивающий / Hydra Calming Cream 50 мл,3690,"Успокаивающий, увлажняющий крем для лица для чувствительной и раздраженной кожи. Тщательно подобранный ингредиентный состав средства обеспечивает ""грамотный"", значимый и бережный уход. Увлажняет, снимает покраснения, раздражения и дискомфорт. Препарат восстанавливает и укрепляет защитные...                             ",4.67,13,крем или лосьон
www.proficosmetics.ru/catalog/50772/,Крем дневной Золотой / Golden Day Cream LIQUID GOLD 60 мл,2490,"Деликатный, легкий дневной крем, не содержащий традиционных поверхностно-активных веществ, эффективно предотвращает сухость кожи. Является идеальной основой под макияж. Хорошо смягчает, увлажняет, освежает и питает тонкую, сухую кожу, придает ей шелковистость и эластичность. Быстро впитывается и не...                             ",4.62,13,крем или лосьон
www.proficosmetics.ru/catalog/158390/,Крем солнцезащитный SPF 30 50 мл,1750,"Солнцезащитный крем – для очень светлой и чувствительной кожи, склонной к образованию пигментных пятен. Обеспечивает до 98% защиты от ультрафиолета. Прекрасно впитывается, не оставляет жирной пленки и белого налета, интенсивно питает и увлажняет кожу. Косметические силиконы в составе, способствуют...                             ",4.15,13,крем или лосьон
www.proficosmetics.ru/catalog/64008/,Крем деликатный увлажняющий / Delicate Moisturizer ALODEM 75 мл,2985,"Крем деликатный увлажняющий питает смягчает и увлажняет кожу, защищает липидный барьер. Специальные ингредиенты придают коже гладкость и шелковистость. Специальная формула крема легко впитывается. Средство рекомендовано для кожи склонной к покраснениям.                             ",5.0,12,крем или лосьон
www.proficosmetics.ru/catalog/58994/,Крем фотозащитный для жирной кожи SPF 35 / Oily Skin Sunguard 50 мл,1520,"Легкая эмульсия учитывает особенности жирной кожи:   обладает себостатическим и противовоспалительным действиями;  некомедогенна, не оставляет жирной пленки;   сохраняет матовость кожи в течение 6 часов;   обладает антиоксидантным действием;   предохраняет от ожогов и...                             ",4.6,12,крем или лосьон
www.proficosmetics.ru/catalog/104006/,Крем контурный для век / Eye Contour Cream NUTRI-PEPTIDE 20 мл,3930,"Высокоактивный крем для ухода за деликатной областью вокруг глаз. Содержит уникальный комплекс капсул с экстрактом водорослей и пептидом, стимулирующий выработку жизненно важной энергии, необходимой для регенерации коллагеновых волокон. Кроме того, крем содержит уникальный комплекс...                             ",4.27,12,крем или лосьон
www.proficosmetics.ru/catalog/84232/,Крем-лифтинг / Lifting Cream 50 мл,4410,"Укрепляющий освежающий крем для лица и шеи для всех типов кожи. Крем усиливает естественные защитные механизмы кожи, стимулирует процессы клеточного восстановления. Придает коже упругость, подтянутость и молодость. PHYTODERMINA LIFTING™ - биотехнологический компонент растительного происхождения....                             ",5.0,11,крем или лосьон
www.proficosmetics.ru/catalog/3090962/,Крем-овал липосомальный Амарант 50 мл,1290,Питательный крем для коррекции овала лица. Безупречен для активного восстановления и омоложения. Назначение: Корректирует овал лица Лифтинг-эффект Повышает плотность кожи Разглаживает морщины Увлажняет кожу Улучшает цвет лица Что делает: биоактивный гиалурон проникает вглубь эпидермиса и...                             ,4.64,11,крем или лосьон
www.proficosmetics.ru/catalog/105733/,Крем-коктейль гиалуроновый / Homework 50 мл,1745,"Средство комплексной коррекции возрастных изменений лица и шеи. Выражено улучшает эластические свойства кожи, способствует уменьшению ширины и глубины морщин. Обеспечивает каскадное увлажнение в течение 24 часов. Коктейль из низко- и высокомолекулярной гиалуроновой кислоты делает препарат...                             ",4.55,11,крем или лосьон
www.proficosmetics.ru/catalog/72391/,Крем-актив для упругости кожи 50 мл,990,"Действие: мультифункциональный крем ухаживает за зрелой кожей в дневное время, обладает увлажняющими, смягчающими и антивозрастными свойствами. При регулярном применении крема улучшается структура кожи, она становится гладкой, эластичной, выглядит молодой, нежной, с естественным сияющим оттенком....                             ",5.0,9,крем или лосьон
www.proficosmetics.ru/catalog/62790/,Крем увлажняющий с гамамелисом Клир / CLEAR Hamamelis Moisturizer 70 мл,2380,"Мягкий увлажняющий крем эффективно успокаивает кожу, постепенно снимает покраснения. Специально разработан с целью снять гиперемию и раздражения/покраснения на жирной проблемной коже. Композиция на 99% состоит из ингредиентов натурального происхождения и включает в себя успокаивающие и увлажняющие...                             ",5.0,9,крем или лосьон
www.proficosmetics.ru/catalog/72319/,Крем с коллагеном для глаз / Intencive Care 15 мл,1255,"Роскошный крем является безоперационной альтернативой блефаропластике. Инновационный комплекс Beautifeye подтягивает верхнее веко. Коллаген и гиалуроновая кислота, входящие в состав, уменьшают глубину ""гусиных лапок"" и стимулируют процессы омоложения кожи. Активные ингредиенты:...                             ",4.0,9,крем или лосьон
www.proficosmetics.ru/catalog/136658/,Крем питательный ночной / Aqua Nutritive 50 мл,3140,"Насыщенный по составу и обладающей приятной текстурой ночной крем обеспечивает интенсивный уход и восстановление сухой и обезвоженной кожи. Содержит высокую концентрацию гиалуроновой кислоты, масел моринги и макадамии, которые встраиваются в роговой слой, способствуют более глубокому проникновению...                             ",5.0,8,крем или лосьон
www.proficosmetics.ru/catalog/53064/,Крем для глазного контура / Premium cellular shock 30 мл,4940,"Крем для век специально создан для глубокого увлажнения и питания очень сухой и тонкой кожи вокруг глаз. Средство является активным профилактическим средством для борьбы с морщинами и отёками под глазами. Матриксил оказывает выраженный лифтинговый эффект, стимулируя выработку коллагена,...                             ",5.0,8,крем или лосьон
www.proficosmetics.ru/catalog/88337/,Крем-маска ночная с секретом улитки / Secret Mask Homework 50 мл,1830,"Секретный ночной крем обладает выраженным лифтинговым и регенерирующим эффектом, содержит высокий процент экстракта секрета улитки и anti-age формулу Xpertmoist. Композиция масел ши и ореха обогащает кожу ненасыщенными жирными кислотами. С использованием этого крема утро приятно удивит вас...                             ",4.86,8,крем или лосьон
www.proficosmetics.ru/catalog/127507/,Крем-гель с охлаждающим эффектом / Anti-acne Homework 50 мл,1015,"Средство ухода за жирной кожей в дневное время для коррекции и профилактики акне. Крем-гель снимает воспаление, способствует сужению пор, рассасыванию застойных пятен, снижает уровень и темп секреции кожного сала. Устраняет покраснения, сальные пробки, матирует кожу. Оказывает выраженное...                             ",4.75,8,крем или лосьон
www.proficosmetics.ru/catalog/93980/,Крем энергетический для комбинированной и жирной кожи 50 мл,830,"Формула крема разработана с учетом особенностей жирной и комбинированной кожи, склонной к единичным воспалительным элементам. Крем эффективно корректирует сальность на жирных участках лица и поддерживает естественный водный баланс на сухих и нормальных. Крем насыщает кожу полезными минералами,...                             ",4.63,8,крем или лосьон
www.proficosmetics.ru/catalog/50791/,Крем ночной Золотой / Golden Night Cream LIQUID GOLD 50 мл,3765,"Бархатистый ночной крем для увядающей сухой кожи, содержащий натуральные воски, растительные стеролы, масло облепихи, жожоба и витамин Е. Насыщает кожу питательными веществами и влагой. Смягчает и разглаживает морщины, придает коже свежий, отдохнувший вид. Защищает её от вредного воздействия...                             ",4.86,7,крем или лосьон
www.proficosmetics.ru/catalog/106338/,Крем SPF 50 50 мл,1642,"Для всех типов кожи, особенно для кожи, склонной к появлению пигментных пятен. Незаменимое средство в борьбе за красивый и безопасный загар. Обеспечивает рост выживаемости клеток кожи при UVB облучении, замедляя старение при стресс‐воздействии, является выраженным антиоксидантом, активирует синтез...                             ",4.83,7,крем или лосьон
www.proficosmetics.ru/catalog/158375/,Крем увлажняющий дневной SPF 10 50 мл,1550,"Дневной увлажняющий крем с защитой от UVB- и UVA-излучения. Идеально подходит для ежедневного применения благодаря сбалансированной концентрации SPF-фильтров. Обеспечивает профилактику гиперпигментации и фотостарения. Масло ши и мембранные липиды эффективно увлажняют кожу, поддерживают её барьерные...                             ",4.83,7,крем или лосьон
www.proficosmetics.ru/catalog/76874/,Крем для глазного контура / ECTA 40+ PREMIUM 30 мл,5640,"Активный крем для профилактики старения и коррекции уже имеющихся возрастных изменений зоны век. Благодаря входящему в состав инновационному комплексу на основе эктоина, низкомолекулярного аналога гиалуроновой кислоты (Bioami skin), матриксила и метилсиланола маннуроната, средство обеспечивает...                             ",4.75,7,крем или лосьон
www.proficosmetics.ru/catalog/3061657/,Крем ночной с 10% гликолевой кислотой для всех типов кожи / 10% Glycolic Cream NUTRI-PEPTIDE 50 мл,4245,"Крем ночной с 10% гликолевой кислотой для всех типов кожи с эффектом пилинга для домашнего ухода. Мягко отшелушивает, интенсивно обновляет и улучшает текстуру кожи. Гликолевая кислота устраняет гиперкератоз и вместе с растительными экстрактами обеспечивает...                             ",4.83,6,крем или лосьон
www.proficosmetics.ru/catalog/142152/,Крем для коррекции морщин 40+ Хронос 50 мл,6120,"Высокоэффективный крем для полного обновления, подходящий для зрелой кожи. Он разглаживает признаки старения, обеспечивая увлажнение, сияние, упругость и жизненную силу для омоложения уставшей кожи. Усовершенствованный с помощью технологии “Косметических дронов”, он предлагает передовую и...                             ",4.83,6,крем или лосьон
www.proficosmetics.ru/catalog/63609/,Крем увлажняющий для лица / SKINCONCELLULAR 50 мл,3285,"Крем улучшает влагоудерживающие свойства кожи, насыщает ее микроэлементами морского происхождения и ценными жирными кислотами, предотвращает фотостарение, нормализует межклеточный энергообмен и восстанавливает здоровую физиологию кожи. После курсового применения кожа становится гладкой, упругой и...                             ",5.0,5,крем или лосьон
www.proficosmetics.ru/catalog/830070/,Крем-лифтинг для лица / Super Gold 80 мл,2403,"Лифтинг-крем Super Gold оказывает стойкий лифтинг-эффект, наполняет кожу энергией, стимулирует процессы клеточного обновления. Повышает упругость и плотность кожи, эффективно борется с морщинами, поддерживает необходимый уровень увлажнения, придает коже мягкость и эластичность. Для любого типа кожи.                             ",5.0,5,крем или лосьон
www.proficosmetics.ru/catalog/2314637/,Крем дневной себостатический для лица / Homework 50 мл,1525,"Крем дневной себостатический для лица Homework станет союзником жирной кожи в первой половине дня Препарат, используемый в качестве основы под макияж или самостоятельно, нормализует салоотделение, станет барьером болезнетворным бактериям и УФ-лучам. Эффект от курсового применения: уменьшение...                             ",5.0,5,крем или лосьон
www.proficosmetics.ru/catalog/136686/,Крем увлажняющий с аргановым маслом / Moisturising Argan Cream 50 мл,2720,"Увлажняющий крем с бархатистой текстурой. Уникальный состав жирнокислотной фракции масел аргании и макадамии, экстрактов из почек бука, корешков свеклы, сквалена, витамина Е, катехинов и растительного резорцинола обеспечивает мультифункциональность продукта. Оказывает омолаживающее действие за счет...                             ",4.6,5,крем или лосьон
www.proficosmetics.ru/catalog/50417/,Гель очищающий с АНА 200 мл,870,"Очищающий гель на основе фруктовых кислот рекомендуется к использованию перед процедурой химического пилинга, а также в качестве самостоятельного средства для глубокого очищения кожи. Пилинг-гель содержит в своем составе различные альфагидроксикислоты, которые эффективно отшелушивают омертвевшие...                             ",4.72,99,гель
www.proficosmetics.ru/catalog/72328/,Гель-нейтрализатор кислотного пилинга 330 мл,600,"Гель-нейтрализатор кислотного пилинга Кора «NewLine» хорошо смягчает эффект от кислотных пилингов, которые немного разъедают кожу. Пантенол в сочетании с триметилглицином помогает создать гомогенную структуру в средстве, она в свою очередь создает хорошую адгезию геля с пилингом, последний...                             ",4.86,36,гель
www.proficosmetics.ru/catalog/72326/,"Гель очищающий для жирной и комбинированной кожи, с дозатором 300 мл",780,"Действие: профессиональное средство для очищения жирной и склонной к акне кожи. Содержит мягкие моющие компоненты, эффективно и максимально бережно устраняет загрязнения и излишнюю сальность. Повышенное содержание салициловой кислоты способствует размягчению и удалению участков гиперкератоза и...                             ",4.35,23,гель
www.proficosmetics.ru/catalog/81352/,Гель точечный / Spot Treatment Gel A-NOX PLUS RETINOL 20 мл,2530,"Бесцветный точечный гель для локального воздействия. Содержит уникальную комбинацию эфирных масел и чистого ретинола. Компоненты геля проникают в глубокие слои кожи и способствуют рассасыванию инфильтратов. Гель уменьшает отек, боли и другие признаки воспаления, дезинфицирует, ускоряет заживление...                             ",4.8,10,гель
www.proficosmetics.ru/catalog/136664/,Гель очищающий / Armony Cleanser 250 мл,2210,"Нежный очищающий гель бережно очищает жирную и склонную к развитию акне проблемную кожу. Не раздражает даже очень чувствительную кожу, тщательно удаляет макияж и другие загрязнения. Мягко очищает поры, не нарушая барьерные функции кожи, сохраняя pH баланс. Обладает себорегулирующим, антисептическим...                             ",5.0,8,гель
www.proficosmetics.ru/catalog/136669/,Корректор для проблемной кожи / Armony Stick 30 мл,780,"Работает как SOS–средство. Подсушивает пустулы, уменьшает размеры и ускоряет заживление воспалений. Обладает антибактериальным, себорегулирующим и противовоспалительным свойствами, предотвращает появление новых воспалительных элементов. Активные ингредиенты: денатурированный спирт, глицерин,...                             ",4.5,8,гель
www.proficosmetics.ru/catalog/53114/,Крем-гель увлажняющий для жирной кожи / LE PRESTIGE 50 мл,4920,"Легкий крем-гель предназначен для интенсивного увлажнения комбинированной, жирной или проблемной кожи. Обладает себостатическим и антисептическим свойствами. Стимулирует кровообращение и процессы обновления клеток, нейтрализует действие свободных радикалов, повышает тонус кожи, делая ее гладкой и...                             ",5.0,7,гель
www.proficosmetics.ru/catalog/161447/,Гель увлажняющий для лица / AZELAC 50 мл,4755,"Увлажняющий, легкий гель, с высокой толерантностью благодаря уровню pH 5.5. Терапия для кожи с розацеа, покраснениями, куперозом и/или склонной к акне. Аzeloglicina ® сочетает свойства азелаиновой кислоты и увлажняющее действие глицина. Обладает успокаивающим...                             ",4.57,7,гель
www.proficosmetics.ru/catalog/136424/,Гель для жирной кожи / Anti-acne 100 г,1120,"Гель для жирной кожи рекомендуется использовать при активной стадии угревой болезни. Гель содержит препарат серы, который успешно снижает секрецию кожного сала, не нарушая естественную микрофлору, обладает противопаразитарным, противомикробным действиями. Сок Aloe Vera, введенный в гель,...                             ",4.6,6,гель
www.proficosmetics.ru/catalog/142247/,Гель очищающий для жирной и проблемной кожи / Clarifying Cleanser Gel 210 мл ,3240,"Гель для жирной и проблемной кожи Clarifying Cleanser Gel с очищающей смесью растительных масел и оливкового масла, усиленный специально разработанным канадским ингредиентом иван-чая, который подавляет действие бактерии Propionibacterium Acnes, которая вызывает акне. Обладает выраженным...                             ",4.33,6,гель
www.proficosmetics.ru/catalog/134295/,Гель очищающий с фруктовыми кислотами для лица / AHA GEL 400 мл,2035,"Гель очищающий с фруктовыми кислотами для лица AHA GEL - очищающее и отшелушивающее средство с комплексом фруктовых кислот. Особенно рекомендуется для регулярного ухода за жирной, проблемной и склонной к акне коже. Гель способствует интенсивному очищению пор, снимает воспаление и шелушение....                             ",4.25,5,гель
www.proficosmetics.ru/catalog/30134/,Маска сокращающая специальная / Special Mask MASKS 70 мл,1750,"Сокращающая маска для жирной, пористой и себорейной кожи с явлениями гиперкератоза и/или акне легкой и средней степеней тяжести. Эффективно использовать при постакне (рубцы, застойные синюшные пятна), раздраженной коже, розацеа.  Противовоспалительное и антисептическое действие. ...                             ",4.91,99,маска
www.proficosmetics.ru/catalog/102747/,Маска себорегулирующая / Essential Mask 300 мл,1560,"Маска с матирующим и себорегулирующим эффектом для жирной и комбинированной кожи. Пастообразная эмульсия глубоко очищает и сужает поры, регулирует деятельность сальных желёз. Оказывает матирующее действие, адсорбируя излишки кожного себума. Обладает успокаивающим действием, способствуя...                             ",4.81,84,маска
www.proficosmetics.ru/catalog/25626/,Маска грязевая / Mud Mask For Oil Skin SOLAR ENERGY 75 мл,3090,"Этот продукт уникален по составу и производимому на кожу эффекту и широко используется не только косметологами, но и дерматологами, в частности, для лечения демодекоза. Благодаря уникальному составу и свойствам маска является панацеей от вечных бед:...                             ",4.73,84,маска
www.proficosmetics.ru/catalog/72394/,Крем-маска с фруктовыми кислотами Эксфолиант 100 мл,660,"Крем-маска с фруктовыми кислотами – мягкий химический пилинг для любого типа кожи и возраста. Значительно улучшает состояние ЖИРНОЙ и ПРОБЛЕМНОЙ кожи в постакне-период, сглаживает рубцы, оставшиеся после угрей, бережно обновляет и увлажняет СУХУЮ кожу, обеспечивает тонизирующий и освежающий эффект...                             ",4.79,57,маска
www.proficosmetics.ru/catalog/108926/,Маска очищающая с активированным углем / Purifying Detox Mask 150 мл,630,"Натуральная порошкообразная очищающая маска для всех типов кожи с эффектом детоксикации. Сочетание активированного угля, натуральной белой и голубой глины, обеспечивает адсорбцию излишков кожного сала и продуктов метаболизма, не нарушает липидный барьер. Маска глубоко очищает и сужает поры,...                             ",4.82,54,маска
www.proficosmetics.ru/catalog/142232/,Маска-уход для проблемной и жирной кожи / ARAVIA Professional Anti-Acne Intensive 150 мл ,765,"Профессиональная маска для интенсивного ухода за проблемной кожей лица. Изготовлена на основе биоактивного хлорофилл-каротинового комплекса. Оказывает интенсивное успокаивающее, бактерицидное и себорегулирующее действие, способствует устранению акне, комедонов, постакне и шелушения, снимает...                             ",4.67,49,маска
